country,year
25 января 2003 года  — 25 апреля 2006 года25 января 2008 года  — 25 января 2008 года2005 год  — 23 мая 2008 года,
2003 год  — 2008 год2007 год  — 2009 год,
,
,22 октября 2011 года  — 24 декабря 2011 года
,
24 декабря 1993 года  — 24 января 2003 года,
11.1993 — 10.1995,
23 октября 1999 года  — 1 августа 2000 годасентябрь 2000 — 27 июля 2002 года29 июня 2006 года  — 20 октября 2007 года,
4 декабря 2010 года  — 4 июня 2013 года,
8 декабря 2003 года  — 20 июня 2019 года,
март 2004 года — 2007 год (приостановлено),октябрь 2007 года — декабрь 2007 года
10 октября 2003 года  — 10 августа 2006 года27 августа 2005 года  — 27 ноября 2006 года3 апреля 2010 года  — 25 мая 2010 года,3 октября 2006 года  — 26 декабря 2006 года
2004 год  — настоящее время,
30 сентября 1973 года  — 31 марта 1974 года09.1973 — 03.197409.1978 — настоящее время24 августа 1992 года  — 1 февраля 1993 года12.2000 — 05.200121 июля 2010 года  — 05.200111.2010 — 04.2011,
,
26 декабря 2005 года  — 26 октября 2012 года2 мая 2015 года  — настоящее время,
1989 год  — 1992 годмарт 1994 — апрель 19947 июля 1998 года  — настоящее время,
04.2006 — 06.2006,
31 мая 2004 года  — настоящее время30 мая 2005 года  — 3 декабря 2010 года,
1994 год  — 1995 год1995 год  — 1996 год,
,
23 июня 2003 года  — 25 апреля 2006 года30 октября 2006 года  — 25 мая 2007 года,
2003 год  — 2007 год,
2002 год  — 2012 год,
,
11 ноября 1999 года  — 13 февраля 2001 года9 апреля 2004 года  — 9 мая 2008 года,
,
28 апреля 2007 года  — 1 марта 2008 года1 апреля 2008 года  — 2008 год1 июня 2008 года  — 1 марта 2009 года2006 год  — 2010 год2007 год  — 2008 год2007 год  — 2009 год2010 год  — 2010 год26 мая 2010 года  — 26 августа 2013 года10 апреля 2012 года  — 26 июля 2014 года26 августа 2014 года  — настоящее время,
10 июня 2003 года  — 10 апреля 2009 года24 мая 2005 — 10 февраля 2007,
,
,
февраль 2001 года — март 2007 года,
,
2003 год  — 2008 год,
19 июля 1964 года  — 1981 год10 августа 1967 года  — 5 марта 1970 года25 сентября 2015 года  — 2015 год2015 год  — настоящее время,
,
3 марта 2005 года  — 15 июня 2007 года,
6 ноября 2002 года  — 28 мая 2012 года,
1 декабря 2003 года  — 15 мая 2006 года,5 июля 2015 года  — 13 сентября 2015 года
,
1997 год  — 30 сентября 2008 года2001 год  — 15 февраля 2006 года,
2001 год  — 2006 год,
,
19 апреля 2002 года  — настоящее время18 июля 2008 года,
,
"6 июня 2003 года  — настоящее времямай 2004 года — декабрь 2004 года(далее отказ издателя,удаление из каталогов)ноябрь 2005 года — 26 декабря 2013 года(Shounen Ace) 26 июля 2007 года — настоящее времяноябрь 2008 года — продолжается",
,
,
,
9 августа 2002 года  — 17 сентября 2014 года,
26 января 2005 года  — 26 ноября 2008 года,
2003 год  — 2004 год,
1976 год  — 1981 год1999 год  — 2011 год,
1993 год  — 1994 год,
,
сентябрь 2002 — ноябрь 2010,22 июля 2011 года  — 30 сентября 2011 года
,
,
10 августа 1967 года  — 5 марта 1970 года,
,
,
,
2006 год  — 7 февраля 2007 года,
,
,
,
,
,
,
16 июля 2004 года  — 20 мая 2006 года,
,
,
,
,
,
,
,
,
9 октября 2007 года  — 21 декабря 2018 года,
10 августа 2008 года  — настоящее время,
24 марта 2008 года  — 24 ноября 2020 года,
март 2011 — февраль 2012,
январь 2005 — ноябрь 2014,
25 сентября 2007 года  — 25 июля 2009 года,
10 сентября 2011 года  — 10 апреля 2012 года10 сентября 2011 года  — 10 мая 2013 года,
,
2002 год  — 2013 год,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2008 год  — 2016 год,
,
,
,
2 октября 2011 года  — 2014 год,
19 февраля 2008 года,
26 сентября 2007 года  — 26 января 2014 года,
,
,
2007 год  — 2016 год,
2010 год  — 2011 год10 декабря 2010 года  — 2010 год,
2008 год  — 2014 год19 мая 2009 года,
2 ноября 2007 года  — 2 августа 2013 года4 ноября 2009 года,
,
,
11 ноября 2011 года  — 10 сентября 2012 года,
19 мая 2007 года  — 17 ноября 2021 года,
,
2008 год  — настоящее время1 ноября 2007 года  — настоящее время1 ноября 2011 года  — настоящее время,
10 февраля 2009 года  — 10 июля 2013 года30 августа 2010 года  — 30 января 2017 годаиюнь 2011 — настоящее время26 октября 2012 года  — 29 августа 2015 года,
19 сентября 2008 года  — настоящее время,
Март 2008 — 28 декабря 2012 года,
,
,
2006 год  — 2015 год,
2007 год  — настоящее время,
10 октября 2003 года  — 14 июня 2011 года28 января 2011 года  — 30 ноября 2013 года,
,
2011 год  — настоящее время2011 год  — настоящее время15 сентября 2011 года  — 15 мая 2012 года25 января 2012 года  — 25 октября 2012 года,
ноябрь 2009 — октябрь 2010апрель 2011 — сентябрь 2011октябрь 2011 — январь 2012,
,
8 ноября 2008 года  — 28 октября 2016 года29 июня 2011 года  — 4 апреля 2014 года,
20 апреля 2007 года  — настоящее время,
,
2006 год  — 2010 год,
14 августа 2011 года,
,
27 июня 2007 года  — 27 декабря 2013 года,
2011 год  — 2013 год2011 год  — настоящее время15 марта 2013 года  — 15 октября 2013 года,
,
2005 год  — 2017 год1 августа 2006 года  — настоящее время,
,
1998 год  — 2004 год,
2004 год — настоящее время,
Hayakawa's SF17 марта 2010 года  — 9 мая 2012 года,
21 ноября 2009 года  — 23 июля 2012 годасентябрь 2010 года — 27 ноября 2013 года30 ноября 2010 года  — 29 октября 2011 года,
октябрь 1998 — август 199915 сентября 2010 года  — настоящее время,
25 января 2007 года  — 10 сентября 2014 годаавгуст 2010 — сентябрь 2012,
19 декабря 2006 года  — 19 февраля 2013 года,
27 июня 2006 года  — 27 ноября 2014 года,
31 мая 2009 года  — настоящее время27 мая 2010 года  — 27 июня 2012 года18 мая 2013 года  — 19 февраля 2020 года,
20 января 2009 года  — 20 июня 2015 года9 января 2010 года  — 9 декабря 2014 года,
9 апреля 2007 года  — 28 июня 2012 года4 июля 2018 года  — настоящее время,
2011 год  — 2014 год,
29 июня 2006 года  — 2011 год,
29 августа 2008 года  — 16 сентября 2016 года,
